UMAP1,UMAP2,GT,KMeans,DEC,scDCC
7.6225314,-1.1391938,Alpha,Alpha,Alpha,Alpha
3.1882248,9.183744,Acinar,Acinar,Acinar,Acinar
3.5424447,-1.600118,Gamma,Delta,Alpha,Gamma
7.4733734,-1.2827541,Alpha,Alpha,Alpha,Alpha
7.222297,-3.2206438,Alpha,Alpha,Alpha,Alpha
3.216133,9.0337105,Acinar,Acinar,Acinar,Acinar
8.2093725,-3.3472047,Alpha,Alpha,Alpha,Alpha
7.5887666,-2.405742,Alpha,Alpha,Alpha,Alpha
7.9280553,-2.3473666,Alpha,Alpha,Alpha,Alpha
-7.6849027,1.0095727,Beta,Beta,Beta,Beta
-6.2502785,1.3852812,Beta,Beta,Beta,Beta
-6.415498,0.67716825,Beta,Beta,Beta,Beta
5.097002,8.582566,Acinar,Acinar,Acinar,Acinar
7.799773,-1.6604232,Alpha,Alpha,Alpha,Alpha
-5.238401,1.5808041,Beta,Beta,Beta,Beta
3.1009052,12.131169,Acinar,Ductal,Ductal,Acinar
8.399262,-2.2341523,Alpha,Alpha,Alpha,Alpha
-2.185649,17.959332,Ductal,Ductal,Ductal,Ductal
7.986168,-3.5217087,Alpha,Alpha,Alpha,Alpha
7.642083,-3.0897388,Alpha,Alpha,Alpha,Alpha
8.207223,-3.014409,Alpha,Alpha,Alpha,Alpha
-7.307337,0.88429743,Beta,Beta,Beta,Beta
4.7627234,8.873855,Acinar,Acinar,Acinar,Acinar
-6.62371,1.860116,Beta,Beta,Beta,Beta
-6.9716153,0.4521987,Beta,Beta,Beta,Beta
8.152182,-1.9107745,Alpha,Alpha,Alpha,Alpha
4.8878555,8.09608,Acinar,Acinar,Acinar,Acinar
15.097085,5.426502,Stellate,Beta,Stellate,Stellate
7.362625,-2.4083874,Alpha,Alpha,Alpha,Delta
8.036417,-1.803866,Alpha,Alpha,Alpha,Alpha
6.7234793,-3.2720528,Alpha,Alpha,Alpha,Alpha
7.5500317,-3.819324,Alpha,Alpha,Alpha,Alpha
-0.20902699,17.885578,Ductal,Ductal,Ductal,Ductal
7.9793277,-2.5596662,Alpha,Alpha,Alpha,Alpha
4.750742,8.27785,Acinar,Acinar,Acinar,Acinar
6.6418157,-3.378114,Alpha,Alpha,Alpha,Alpha
-5.40918,0.2734021,Beta,Beta,Beta,Beta
6.8897166,-1.500823,Alpha,Alpha,Alpha,Alpha
7.118863,-2.9469402,Alpha,Alpha,Alpha,Alpha
7.9221964,-4.0536723,Alpha,Alpha,Alpha,Alpha
6.855541,-3.5613644,Alpha,Alpha,Alpha,Alpha
3.8472838,9.068614,Acinar,Acinar,Acinar,Acinar
-6.1580486,0.26749268,Beta,Beta,Beta,Beta
7.609734,-2.0979564,Alpha,Alpha,Alpha,Alpha
4.684665,8.558479,Acinar,Acinar,Acinar,Acinar
7.9310875,-4.039762,Alpha,Alpha,Alpha,Alpha
4.2373347,9.511578,Acinar,Acinar,Acinar,Acinar
9.068365,-2.1312814,Alpha,Alpha,Alpha,Alpha
9.0528,-2.1736856,Alpha,Alpha,Alpha,Alpha
0.16624305,17.98373,Ductal,Ductal,Ductal,Ductal
-5.4960284,1.8009775,Beta,Beta,Beta,Beta
-5.642706,1.2157406,Beta,Beta,Beta,Beta
3.9977505,9.169707,Acinar,Acinar,Acinar,Acinar
7.5096374,-1.6471593,Alpha,Alpha,Alpha,Alpha
14.710335,5.36616,Stellate,Beta,Stellate,Stellate
6.8164396,-3.4139585,Alpha,Alpha,Alpha,Alpha
7.395403,-2.534434,Alpha,Alpha,Alpha,Alpha
8.500762,-1.6789631,Alpha,Alpha,Alpha,Alpha
-6.887306,0.6031559,Beta,Beta,Beta,Beta
-5.393831,1.5083228,Beta,Beta,Beta,Beta
4.5060253,-1.030278,Gamma,Delta,Alpha,Gamma
8.660189,-2.6183484,Alpha,Alpha,Alpha,Alpha
-5.295458,1.6345861,Beta,Beta,Beta,Beta
13.064671,5.512785,Beta,Beta,Stellate,Beta
4.1275406,9.225879,Acinar,Acinar,Acinar,Acinar
-1.1325287,18.215704,Ductal,Ductal,Ductal,Ductal
6.006962,-1.0712379,Beta,Alpha,Alpha,Alpha
6.8532877,-1.877533,Alpha,Alpha,Alpha,Alpha
-5.0202174,0.91535765,Beta,Beta,Beta,Beta
0.19090287,18.066467,Ductal,Ductal,Ductal,Ductal
-6.2209325,1.0295931,Beta,Beta,Beta,Beta
3.4488842,2.168879,Delta,Delta,Beta,Delta
-0.7059939,17.0872,Ductal,Acinar,Acinar,Ductal
3.8765213,9.164003,Acinar,Acinar,Acinar,Acinar
0.34231567,16.271713,Ductal,Ductal,Ductal,Ductal
3.9409864,8.88515,Acinar,Acinar,Acinar,Acinar
7.501737,-4.057311,Alpha,Alpha,Alpha,Alpha
-1.8253593,17.753294,Ductal,Ductal,Ductal,Ductal
6.0413575,-2.6002629,Alpha,Alpha,Alpha,Alpha
-5.244185,1.1453042,Beta,Beta,Beta,Beta
-7.567003,1.4353876,Beta,Beta,Beta,Beta
8.284433,-1.4500458,Alpha,Alpha,Alpha,Alpha
8.594156,-1.3641428,Alpha,Alpha,Alpha,Alpha
8.477035,-2.2181985,Alpha,Alpha,Alpha,Alpha
16.898186,-4.9480906,Beta,Beta,Beta,Beta
4.7703342,9.325695,Acinar,Acinar,Acinar,Acinar
-0.03833459,18.299892,Ductal,Ductal,Ductal,Ductal
7.2582,-3.0730069,Alpha,Alpha,Alpha,Alpha
-5.1972785,-0.06132082,Beta,Beta,Beta,Beta
-0.34394953,19.036417,Ductal,Ductal,Ductal,Ductal
7.484095,-2.7927794,Alpha,Alpha,Alpha,Alpha
6.9089427,-1.07678,Alpha,Alpha,Alpha,Alpha
-5.5974455,0.20649602,Beta,Beta,Beta,Beta
7.299027,-1.8790369,Alpha,Alpha,Alpha,Alpha
-0.79902875,18.137047,Ductal,Ductal,Ductal,Ductal
-5.799781,2.0551987,Beta,Beta,Beta,Beta
-0.17233312,17.599817,Ductal,Ductal,Ductal,Ductal
-1.1441882,18.567562,Ductal,Ductal,Ductal,Ductal
-1.4680614,18.24596,Ductal,Ductal,Ductal,Ductal
7.960954,-2.1728172,Alpha,Alpha,Alpha,Alpha
8.33592,-2.3894508,Alpha,Alpha,Alpha,Alpha
8.200661,-3.2859805,Alpha,Alpha,Alpha,Alpha
-5.2766356,1.9363127,Beta,Beta,Beta,Beta
-0.40377608,18.694628,Ductal,Ductal,Ductal,Ductal
6.001778,-0.2651636,Beta,Acinar,Alpha,Alpha
17.605547,-3.4251268,Beta,Beta,Beta,Beta
6.745977,-3.9490607,Alpha,Alpha,Alpha,Alpha
13.055793,6.0998135,Beta,Beta,Stellate,Beta
-5.538626,0.54035616,Beta,Beta,Beta,Beta
3.3392627,1.4197088,Delta,Delta,Beta,Delta
6.649311,-1.2689679,Alpha,Alpha,Alpha,Alpha
4.353947,8.40788,Acinar,Acinar,Acinar,Acinar
6.891978,-1.5731065,Alpha,Alpha,Alpha,Alpha
-6.085369,2.1354413,Beta,Beta,Beta,Beta
4.0564585,7.090972,Beta,Beta,Beta,Beta
6.4304547,-1.4760314,Alpha,Alpha,Alpha,Alpha
13.213762,5.7875443,Beta,Beta,Stellate,Stellate
8.235662,-1.4006729,Alpha,Alpha,Alpha,Alpha
-6.8316956,1.2155378,Beta,Beta,Beta,Beta
7.936805,-1.9919647,Alpha,Alpha,Alpha,Alpha
13.104724,6.007984,Beta,Beta,Stellate,Beta
3.5357573,9.907801,Acinar,Acinar,Acinar,Acinar
7.159885,-3.0638876,Alpha,Alpha,Alpha,Alpha
6.7869844,-1.3555464,Alpha,Alpha,Alpha,Alpha
-6.1359506,0.12410308,Beta,Beta,Beta,Beta
4.46686,8.526017,Acinar,Acinar,Acinar,Acinar
3.557465,1.4144282,Delta,Delta,Alpha,Delta
4.3285427,8.963227,Acinar,Acinar,Acinar,Acinar
7.6603255,-2.8176713,Alpha,Alpha,Alpha,Alpha
6.2746253,-2.8097453,Alpha,Alpha,Alpha,Alpha
0.15031236,18.654404,Ductal,Ductal,Ductal,Ductal
4.654361,-1.1690134,Gamma,Delta,Alpha,Gamma
17.86658,-4.6149607,Beta,Beta,Beta,Beta
-5.3624597,2.293488,Beta,Beta,Beta,Beta
7.2535377,-2.5538425,Alpha,Alpha,Alpha,Alpha
7.2866445,-2.7197483,Alpha,Alpha,Alpha,Alpha
-2.2948895,17.476095,Ductal,Ductal,Ductal,Ductal
6.2612696,-2.2047892,Alpha,Alpha,Alpha,Beta
6.679463,-2.2612498,Alpha,Alpha,Alpha,Alpha
7.62179,-2.2253447,Alpha,Alpha,Alpha,Alpha
-5.656937,1.4967679,Beta,Beta,Beta,Beta
4.6764708,8.653445,Acinar,Acinar,Acinar,Acinar
8.30005,-1.0311056,Alpha,Alpha,Alpha,Alpha
-7.077045,1.0751574,Beta,Beta,Beta,Beta
6.565248,-3.8679607,Alpha,Alpha,Alpha,Alpha
6.1925783,-2.9080584,Alpha,Alpha,Alpha,Alpha
6.0504403,-2.3583434,Alpha,Alpha,Alpha,Alpha
-0.47877237,16.606718,Ductal,Ductal,Ductal,Ductal
2.7176676,1.4695385,Delta,Delta,Beta,Delta
7.2986984,-2.9867923,Alpha,Alpha,Alpha,Alpha
7.377692,-3.484624,Alpha,Alpha,Alpha,Alpha
6.1994634,-2.710085,Alpha,Delta,Alpha,Alpha
3.5088928,9.4551525,Acinar,Acinar,Acinar,Acinar
-0.19040754,18.085964,Ductal,Ductal,Ductal,Ductal
-0.73687613,18.43858,Ductal,Ductal,Ductal,Ductal
6.5455837,-3.3272707,Alpha,Alpha,Alpha,Alpha
6.6363063,-4.1044235,Alpha,Alpha,Alpha,Alpha
6.178373,-1.6624733,Alpha,Alpha,Alpha,Alpha
4.3140845,8.0134735,Acinar,Acinar,Acinar,Acinar
-6.084597,2.274684,Beta,Beta,Beta,Beta
6.657999,-2.9639287,Alpha,Alpha,Alpha,Alpha
4.089581,-1.1125369,Gamma,Delta,Alpha,Gamma
3.7512066,8.757543,Acinar,Acinar,Acinar,Acinar
7.881659,-2.1353147,Alpha,Alpha,Alpha,Alpha
4.931901,-1.2671318,Gamma,Delta,Alpha,Gamma
4.1979423,-1.00449,Gamma,Delta,Alpha,Gamma
-5.260714,1.9046073,Beta,Beta,Beta,Beta
4.1046634,7.0625453,Beta,Beta,Beta,Beta
5.919727,-1.5038891,Beta,Alpha,Alpha,Delta
-6.1547256,1.3154026,Beta,Beta,Beta,Beta
-6.0688343,1.9133551,Beta,Beta,Beta,Beta
5.0922656,8.611497,Acinar,Acinar,Acinar,Acinar
3.6541712,9.130981,Acinar,Acinar,Acinar,Acinar
4.0451303,9.152356,Acinar,Acinar,Acinar,Acinar
12.663642,5.738583,Beta,Beta,Stellate,Beta
13.252778,6.03525,Beta,Beta,Stellate,Beta
-0.7611379,17.718912,Ductal,Ductal,Ductal,Ductal
-6.554194,2.0784936,Beta,Beta,Beta,Beta
6.645451,-3.295511,Alpha,Alpha,Alpha,Alpha
-7.437241,1.668822,Beta,Beta,Beta,Beta
8.4169445,-3.4039173,Alpha,Alpha,Alpha,Alpha
-0.37095892,17.278633,Ductal,Ductal,Acinar,Ductal
7.342267,-2.160634,Alpha,Alpha,Alpha,Alpha
6.7206783,-3.16651,Alpha,Alpha,Alpha,Alpha
7.3631625,-2.2472026,Alpha,Alpha,Alpha,Alpha
8.066263,-2.7417428,Alpha,Alpha,Alpha,Alpha
6.525611,-2.6162226,Alpha,Alpha,Alpha,Alpha
-6.64374,1.4216245,Beta,Beta,Beta,Beta
3.1000168,1.1048589,Delta,Delta,Alpha,Delta
-7.2671084,2.5297375,Beta,Beta,Beta,Beta
4.432819,9.025026,Acinar,Acinar,Acinar,Acinar
8.091472,-1.5931083,Alpha,Alpha,Alpha,Alpha
-5.608817,2.2213473,Beta,Beta,Beta,Beta
-6.9978275,0.68273896,Beta,Beta,Beta,Beta
-6.8663507,0.85228175,Beta,Beta,Beta,Beta
-5.0480638,0.2122516,Beta,Beta,Beta,Beta
4.213406,-1.2201278,Gamma,Delta,Alpha,Gamma
17.33381,-5.0250883,Beta,Beta,Beta,Beta
12.917362,5.6490307,Beta,Beta,Stellate,Beta
7.301611,-2.5994935,Alpha,Alpha,Alpha,Alpha
7.3095994,-2.8518677,Alpha,Alpha,Alpha,Delta
-5.6967306,1.6988463,Beta,Beta,Beta,Beta
-5.418105,0.70398885,Beta,Beta,Beta,Beta
-5.505884,1.2204792,Beta,Beta,Beta,Beta
0.085855655,18.119902,Ductal,Ductal,Ductal,Ductal
-0.15832497,18.51227,Ductal,Ductal,Ductal,Ductal
-5.8882027,1.8673551,Beta,Beta,Beta,Beta
13.173813,5.635022,Beta,Beta,Alpha,Beta
6.703214,-3.3055503,Alpha,Alpha,Alpha,Alpha
5.8733582,-3.584335,Alpha,Alpha,Alpha,Alpha
6.365531,-3.7231326,Alpha,Alpha,Alpha,Alpha
12.697903,5.7001724,Beta,Beta,Stellate,Beta
5.0055366,10.095325,Acinar,Acinar,Acinar,Acinar
-5.0332136,1.2101134,Beta,Beta,Beta,Beta
8.6188135,-2.740221,Alpha,Alpha,Alpha,Alpha
8.550834,-1.7756832,Alpha,Alpha,Alpha,Alpha
-0.04575599,16.476078,Ductal,Ductal,Ductal,Ductal
7.0059023,-3.0455334,Alpha,Alpha,Alpha,Alpha
-6.3438544,2.1867192,Beta,Beta,Beta,Beta
6.775305,-3.1838582,Alpha,Alpha,Alpha,Alpha
-5.089848,0.8331448,Beta,Beta,Beta,Beta
17.437265,-5.204044,Beta,Beta,Beta,Beta
-1.0349737,17.93343,Ductal,Ductal,Ductal,Ductal
17.719404,-4.9600587,Beta,Beta,Beta,Beta
-5.4083834,1.3396429,Beta,Beta,Beta,Beta
12.482581,5.5274577,Beta,Beta,Stellate,Beta
17.777742,-4.9607434,Beta,Beta,Beta,Beta
7.654923,-2.1457465,Alpha,Alpha,Alpha,Alpha
6.887524,-1.8122939,Alpha,Alpha,Alpha,Alpha
-5.931848,0.7368666,Beta,Beta,Beta,Beta
6.609844,-2.153442,Alpha,Alpha,Alpha,Alpha
14.293303,5.0163093,Stellate,Beta,Stellate,Stellate
12.907592,6.0123734,Beta,Beta,Stellate,Beta
6.432766,-2.9204228,Alpha,Alpha,Alpha,Alpha
-5.275644,1.2717737,Beta,Beta,Beta,Beta
6.512674,-2.0134282,Alpha,Alpha,Alpha,Alpha
6.9054556,-2.7954311,Alpha,Alpha,Alpha,Alpha
-5.35571,2.37931,Beta,Beta,Beta,Beta
13.08843,5.441506,Beta,Beta,Beta,Beta
-5.6249695,2.1734233,Beta,Beta,Beta,Beta
7.702878,-1.0689121,Alpha,Alpha,Alpha,Alpha
-5.6408854,2.2236369,Beta,Beta,Beta,Beta
-5.9265018,2.492396,Beta,Delta,Beta,Beta
13.156818,5.922556,Beta,Beta,Stellate,Beta
7.755206,-2.3707476,Alpha,Alpha,Alpha,Alpha
-6.604536,2.3293226,Beta,Beta,Beta,Beta
-5.7793617,2.2082076,Beta,Beta,Beta,Beta
6.578303,-2.5825317,Alpha,Alpha,Alpha,Alpha
-5.996219,2.1132162,Beta,Beta,Beta,Beta
6.6809273,-2.821983,Alpha,Alpha,Alpha,Alpha
-6.088042,1.3839455,Beta,Beta,Beta,Beta
2.454219,1.6429883,Delta,Delta,Beta,Delta
-0.7372992,16.385618,Ductal,Ductal,Ductal,Ductal
5.832307,-3.2704153,Alpha,Alpha,Alpha,Alpha
-4.7172575,1.0987486,Beta,Beta,Beta,Beta
17.557928,-5.1083007,Beta,Beta,Beta,Beta
-6.8546534,2.1287503,Beta,Beta,Beta,Beta
-5.5192585,2.1946864,Beta,Alpha,Beta,Beta
6.8990827,-2.899801,Alpha,Alpha,Alpha,Alpha
6.966472,-3.4224548,Alpha,Alpha,Alpha,Alpha
8.040931,-3.160638,Alpha,Alpha,Alpha,Alpha
7.4435725,-3.4845257,Alpha,Alpha,Alpha,Alpha
13.751016,5.6491437,Stellate,Beta,Beta,Stellate
6.825702,-2.4788563,Alpha,Alpha,Alpha,Alpha
-6.2980733,2.4133234,Beta,Beta,Beta,Beta
13.3573065,-7.787686,Beta,Beta,Alpha,Beta
18.227009,-5.2876444,Beta,Beta,Beta,Beta
-1.419867,17.794859,Ductal,Ductal,Ductal,Ductal
-6.502728,2.0594757,Beta,Beta,Beta,Beta
6.09405,-3.133935,Alpha,Alpha,Alpha,Alpha
6.5134835,-2.4302704,Alpha,Alpha,Alpha,Alpha
13.093055,5.9923162,Beta,Beta,Stellate,Beta
3.8643012,9.659751,Acinar,Acinar,Acinar,Acinar
-1.695901,17.748386,Ductal,Ductal,Ductal,Ductal
7.3241663,-2.2100308,Alpha,Alpha,Alpha,Alpha
-6.197803,2.0374932,Beta,Beta,Beta,Beta
6.684511,-3.4178674,Alpha,Alpha,Alpha,Alpha
-6.6939945,2.267566,Beta,Beta,Beta,Beta
6.5569415,-3.1297882,Alpha,Alpha,Alpha,Alpha
4.6960654,3.6551893,Delta,Delta,Beta,Delta
4.2910733,3.826272,Delta,Delta,Beta,Delta
8.142811,-6.173636,Alpha,Alpha,Alpha,Alpha
-1.6305456,17.539885,Ductal,Ductal,Ductal,Ductal
4.2692666,3.5578399,Delta,Delta,Beta,Delta
-8.835196,-2.6775846,Beta,Beta,Beta,Beta
3.7156746,3.7181947,Delta,Delta,Beta,Delta
4.273698,3.9926913,Delta,Delta,Beta,Delta
7.8625474,-5.527831,Alpha,Alpha,Alpha,Alpha
4.544105,3.4164472,Delta,Delta,Beta,Delta
-8.360532,-2.1873553,Beta,Beta,Beta,Beta
-7.2907887,-2.6904857,Beta,Beta,Beta,Beta
7.6107335,-5.524082,Alpha,Alpha,Alpha,Alpha
-3.9003868,17.070322,Ductal,Ductal,Ductal,Ductal
-7.898628,-1.780626,Beta,Beta,Beta,Beta
7.266064,-5.6924996,Alpha,Alpha,Alpha,Alpha
-7.759349,-2.9476283,Beta,Beta,Beta,Beta
-8.278888,-2.8406897,Beta,Beta,Beta,Beta
-8.64158,-2.8539705,Beta,Beta,Beta,Beta
-0.7970144,17.996069,Ductal,Ductal,Ductal,Ductal
-8.684955,-1.6789987,Beta,Beta,Beta,Beta
7.548113,-5.5218987,Alpha,Alpha,Alpha,Alpha
-8.27408,-2.959214,Beta,Beta,Beta,Beta
4.885383,3.3854141,Delta,Delta,Beta,Delta
-8.389352,-2.5747411,Beta,Beta,Beta,Beta
-7.976471,-3.1978528,Beta,Beta,Beta,Beta
-8.315665,-2.916174,Beta,Beta,Beta,Beta
4.27242,12.339645,Beta,Acinar,Acinar,Beta
8.052004,-6.254441,Alpha,Alpha,Alpha,Alpha
7.624805,-5.651242,Alpha,Alpha,Alpha,Alpha
4.1705728,3.1340203,Delta,Delta,Beta,Delta
15.568183,3.4621577,Stellate,Beta,Stellate,Stellate
7.630419,-5.7901773,Alpha,Alpha,Alpha,Alpha
-8.635625,-1.7774612,Beta,Beta,Beta,Beta
-8.578809,-2.7262378,Beta,Beta,Beta,Beta
4.372692,12.545836,Beta,Acinar,Acinar,Beta
-8.737244,-2.308467,Beta,Beta,Beta,Beta
-7.515475,-2.3957188,Beta,Beta,Beta,Beta
4.5533056,3.6430314,Delta,Delta,Beta,Delta
-8.824201,-2.5642815,Beta,Beta,Beta,Beta
-8.318592,-3.1598222,Beta,Beta,Beta,Beta
-7.4016843,-2.6474378,Beta,Beta,Beta,Beta
-8.229588,-2.6555822,Beta,Beta,Beta,Beta
3.630999,3.6869664,Delta,Delta,Beta,Delta
-1.6146058,16.319113,Ductal,Alpha,Alpha,Ductal
7.03665,-6.4729347,Alpha,Alpha,Alpha,Alpha
7.793738,-6.092994,Alpha,Alpha,Alpha,Alpha
6.766778,-6.5026317,Alpha,Alpha,Alpha,Alpha
13.269946,-8.641552,Beta,Beta,Beta,Beta
4.6516843,3.4275782,Delta,Delta,Beta,Delta
-2.621686,17.28717,Ductal,Ductal,Ductal,Ductal
-8.685103,-2.378602,Beta,Beta,Beta,Beta
-8.766557,-1.3307652,Beta,Beta,Beta,Beta
-8.5948105,-1.8581265,Beta,Beta,Beta,Beta
-7.504792,-2.426113,Beta,Beta,Beta,Beta
4.3635283,3.4798288,Delta,Delta,Beta,Delta
7.876228,-5.9469175,Alpha,Alpha,Alpha,Alpha
7.5360727,-5.8440943,Alpha,Alpha,Alpha,Alpha
4.5294504,3.5415723,Delta,Delta,Beta,Delta
-8.300461,-2.64816,Beta,Beta,Beta,Beta
-2.092383,18.484486,Ductal,Ductal,Ductal,Ductal
-7.8740115,-3.1192884,Beta,Beta,Beta,Beta
-8.914786,-2.2119095,Beta,Beta,Beta,Beta
4.3054056,2.538608,Delta,Delta,Beta,Delta
3.5101418,12.652019,Beta,Ductal,Ductal,Beta
-2.9660678,18.23278,Ductal,Ductal,Ductal,Ductal
8.020884,-5.99188,Alpha,Alpha,Alpha,Alpha
-3.9814594,17.780012,Ductal,Ductal,Ductal,Ductal
-8.898778,-2.2808976,Beta,Beta,Beta,Beta
-8.666711,-1.0036145,Beta,Beta,Beta,Beta
3.1057591,-1.8820579,Gamma,Delta,Beta,Gamma
7.9546847,-5.944723,Alpha,Alpha,Alpha,Alpha
-8.213885,-1.7527361,Beta,Beta,Beta,Beta
-7.7388005,-3.0409207,Beta,Beta,Beta,Beta
-8.185906,-3.087204,Beta,Beta,Beta,Beta
4.1294966,3.4103181,Delta,Delta,Beta,Delta
-9.322183,-1.4822974,Beta,Beta,Beta,Beta
-8.33655,-2.955557,Beta,Beta,Beta,Beta
3.9918325,12.222387,Beta,Acinar,Acinar,Acinar
4.6520514,12.3019285,Beta,Acinar,Acinar,Beta
-8.218058,-2.5539997,Beta,Beta,Beta,Beta
8.292036,-5.8139,Alpha,Alpha,Alpha,Alpha
-4.0809402,17.952568,Ductal,Ductal,Ductal,Ductal
4.8378077,3.6532848,Delta,Delta,Beta,Delta
4.2924814,3.8734088,Delta,Delta,Beta,Delta
4.44512,3.6215508,Delta,Delta,Beta,Delta
7.3818107,-5.635589,Alpha,Alpha,Alpha,Alpha
6.3691344,-5.231563,Alpha,Alpha,Alpha,Alpha
-3.765315,16.975437,Ductal,Ductal,Ductal,Ductal
6.887936,-5.943802,Alpha,Alpha,Alpha,Alpha
4.5932903,12.340415,Beta,Acinar,Acinar,Beta
-7.462078,-3.1849682,Beta,Beta,Beta,Beta
-7.8309813,-2.404258,Beta,Beta,Beta,Beta
8.204437,-6.0099297,Alpha,Alpha,Alpha,Alpha
-8.334716,-2.7516444,Beta,Beta,Beta,Beta
8.472131,-2.1020567,Alpha,Alpha,Alpha,Alpha
-8.786391,-2.5109632,Beta,Beta,Beta,Beta
-8.958067,-2.4043937,Beta,Beta,Beta,Beta
-2.7711046,18.138607,Ductal,Ductal,Ductal,Ductal
-1.8811649,18.29493,Ductal,Ductal,Ductal,Ductal
-8.492485,-2.1481981,Beta,Beta,Beta,Beta
-8.224756,-2.9367368,Beta,Beta,Beta,Beta
6.7054725,-5.1816335,Alpha,Alpha,Alpha,Alpha
7.910616,-5.6874084,Alpha,Alpha,Alpha,Alpha
-8.639791,-2.654547,Beta,Beta,Beta,Beta
-7.490924,-2.777793,Beta,Beta,Beta,Beta
7.654901,-6.0692954,Alpha,Alpha,Alpha,Alpha
-8.572868,-2.1033702,Beta,Beta,Beta,Beta
-8.57226,-2.1803584,Beta,Beta,Beta,Beta
6.927779,-5.4657784,Alpha,Alpha,Alpha,Alpha
3.9507122,3.7299955,Delta,Delta,Beta,Delta
-8.318431,-1.0169597,Beta,Beta,Beta,Beta
-8.723252,-2.5051935,Beta,Beta,Beta,Beta
-8.541818,-1.5031316,Beta,Beta,Beta,Beta
-7.6469436,-2.7753508,Beta,Beta,Beta,Beta
-7.2701364,-2.9045794,Beta,Beta,Beta,Beta
4.3696914,3.5338368,Delta,Delta,Beta,Delta
-7.977932,-2.8851123,Beta,Beta,Beta,Beta
-2.8781376,17.751911,Ductal,Ductal,Ductal,Ductal
3.2364125,-2.153201,Gamma,Alpha,Beta,Gamma
4.708799,3.2642434,Delta,Delta,Beta,Delta
-1.1716199,16.628672,Ductal,Ductal,Ductal,Ductal
7.0089917,-5.742838,Alpha,Alpha,Alpha,Alpha
4.6379375,11.911054,Beta,Acinar,Acinar,Acinar
7.322628,-5.4756823,Alpha,Alpha,Alpha,Alpha
7.4674907,-6.5953684,Alpha,Alpha,Alpha,Alpha
4.6300454,3.7682953,Delta,Delta,Beta,Delta
7.516921,-5.6052556,Alpha,Alpha,Alpha,Alpha
-8.036434,-2.981724,Beta,Beta,Beta,Beta
4.2081947,3.8258493,Delta,Delta,Beta,Delta
7.261797,-5.64255,Alpha,Alpha,Alpha,Alpha
6.8257504,-4.8596654,Alpha,Alpha,Alpha,Alpha
4.454969,3.7556522,Delta,Delta,Beta,Delta
-8.394082,-1.9449477,Beta,Beta,Beta,Beta
-8.467458,-2.9965649,Beta,Beta,Beta,Beta
7.061479,-5.7721324,Alpha,Alpha,Alpha,Alpha
2.7642064,-1.5169394,Gamma,Delta,Alpha,Gamma
-8.559162,-2.3459778,Beta,Beta,Beta,Beta
-9.302045,-0.97644526,Beta,Beta,Beta,Beta
2.7458553,-1.9177779,Gamma,Delta,Beta,Gamma
4.4250717,3.4938009,Delta,Delta,Beta,Delta
-3.4526966,16.836807,Ductal,Ductal,Ductal,Ductal
-8.060196,-3.1483486,Beta,Beta,Beta,Beta
6.5713663,-1.4697638,Alpha,Alpha,Alpha,Alpha
4.614577,3.8774052,Delta,Delta,Beta,Delta
-8.497477,-2.7557485,Beta,Beta,Beta,Beta
-7.838996,-2.7509243,Beta,Beta,Beta,Beta
7.259562,-5.5937233,Alpha,Alpha,Alpha,Alpha
4.497555,12.175118,Beta,Acinar,Acinar,Beta
-3.2553854,17.900328,Ductal,Ductal,Ductal,Ductal
-7.986134,-2.6093986,Beta,Beta,Beta,Beta
7.8033204,-5.6754055,Alpha,Alpha,Alpha,Alpha
15.538239,3.5449145,Stellate,Beta,Stellate,Stellate
7.124399,-5.9715705,Alpha,Alpha,Alpha,Alpha
-8.50217,-2.738467,Beta,Beta,Beta,Beta
7.5501356,-6.058408,Alpha,Alpha,Alpha,Alpha
-3.0089269,18.31057,Ductal,Ductal,Ductal,Ductal
-8.531248,-2.448405,Beta,Beta,Beta,Beta
-8.377925,-2.2733166,Beta,Beta,Beta,Beta
-3.090097,18.18844,Ductal,Ductal,Ductal,Ductal
-7.9740605,-1.0125433,Beta,Beta,Beta,Beta
-7.8694625,-2.9357843,Beta,Beta,Beta,Beta
-7.7046213,-2.906572,Beta,Beta,Beta,Beta
-9.040994,-1.549342,Beta,Beta,Beta,Beta
-8.951929,-1.1691254,Beta,Beta,Beta,Beta
-7.9847617,-2.6955583,Beta,Beta,Beta,Beta
7.427338,-5.2540226,Alpha,Alpha,Alpha,Alpha
4.497424,3.7301254,Delta,Delta,Beta,Delta
7.8229985,-6.8815165,Alpha,Alpha,Alpha,Alpha
13.189344,-8.558764,Beta,Beta,Beta,Beta
7.636992,-5.841935,Alpha,Alpha,Alpha,Alpha
6.9060073,-5.2594724,Alpha,Alpha,Alpha,Alpha
-8.418212,-1.8304019,Beta,Beta,Beta,Beta
-7.9381294,-2.461435,Beta,Beta,Beta,Beta
-7.4869423,-2.819732,Beta,Beta,Beta,Beta
-3.9104352,17.005945,Ductal,Ductal,Ductal,Ductal
-3.5925171,16.922781,Ductal,Ductal,Ductal,Ductal
2.9140265,-1.7766299,Gamma,Alpha,Alpha,Gamma
-8.022663,-2.8960516,Beta,Beta,Beta,Beta
-3.7845445,18.008366,Ductal,Ductal,Ductal,Ductal
-8.124061,-2.9740417,Beta,Beta,Beta,Beta
-8.776749,-3.041486,Beta,Beta,Beta,Beta
-8.364194,-2.1127174,Beta,Beta,Beta,Beta
